x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 1017.799, y = -310.4441, z = 724.3997, angle = 167.7479, collision = h0045B1
x = 1017.541, y = -310.6112, z = 725.6812, angle = 159.4672, collision = h0045B1
x = 1017.186, y = -310.9782, z = 726.7621, angle = 177.7757, collision = h0045B1
x = 1017.14, y = -311.2159, z = 728.0786, angle = -172.6337, collision = h0045B1
x = 1017.335, y = -311.3734, z = 729.5535, angle = -170.6612, collision = h0045B1
x = 1017.552, y = -311.4932, z = 730.8583, angle = -169.3847, collision = h0045B1
x = 1017.612, y = -311.9962, z = 733.4461, angle = -168.3212, collision = h0045B1
x = 1017.785, y = -311.7537, z = 734.7752, angle = 178.4995, collision = h0045B1
x = 1017.755, y = -311.5945, z = 736.0944, angle = 175.0769, collision = h0045B1
x = 1017.666, y = -311.4382, z = 737.1008, angle = -174.6496, collision = h0045B1
x = 1017.576, y = -311.2332, z = 739.0364, angle = -172.2213, collision = h0045B1
x = 1017.662, y = -310.9778, z = 740.3435, angle = 168.8418, collision = h0045B1
x = 1017.446, y = -310.8825, z = 741.6802, angle = 166.9375, collision = h0045B1
x = 1017.239, y = -310.8534, z = 742.6685, angle = -179.4708, collision = h0045B1
x = 1017.245, y = -310.2266, z = 744.0083, angle = -177.5071, collision = h0045B1
x = 1017.319, y = -309.6969, z = 745.4941, angle = -176.4449, collision = h0045B1
x = 1017.154, y = -309.0847, z = 747.6611, angle = 173.5813, collision = h0045B1
x = 1017.284, y = -308.7251, z = 748.6578, angle = -153.3241, collision = h0045B1
x = 1017.742, y = -308.2626, z = 749.6563, angle = -153.3241, collision = h0045B1
x = 1016.904, y = -308.424, z = 750.6216, angle = 146.5013, collision = h0045B1
x = 1016.133, y = -308.4453, z = 751.7853, angle = 163.3036, collision = h0045B1
x = 1015.788, y = -308.4048, z = 752.7601, angle = 179.6048, collision = h0045B1
x = 1015.772, y = -308.1974, z = 754.1377, angle = 162.024, collision = h0045B1
x = 1015.401, y = -307.9342, z = 755.4294, angle = 135.053, collision = h0045B1
x = 1014.439, y = -307.5913, z = 756.4135, angle = 137.635, collision = h0045B1
x = 1013.759, y = -307.5602, z = 757.1721, angle = 163.5362, collision = h0045B1
x = 1013.403, y = -307.6295, z = 758.501, angle = 177.1686, collision = h0045B1
x = 1013.298, y = -307.7409, z = 759.8367, angle = 157.1084, collision = h0045B1
x = 1012.761, y = -307.8723, z = 761.2483, angle = 170.3228, collision = h0045B1
x = 1012.489, y = -307.5235, z = 762.4348, angle = 153.6729, collision = h0045B1
x = 1011.878, y = -307.1449, z = 763.6346, angle = 113.0288, collision = h0045B1
x = 1010.627, y = -307.1086, z = 764.2076, angle = 127.9832, collision = h0045B1
x = 1009.37, y = -307.0714, z = 765.0954, angle = 139.7222, collision = h0045B1
x = 1008.607, y = -307.1116, z = 765.9897, angle = 142.5476, collision = h0045B1
x = 1007.974, y = -307.2134, z = 766.8002, angle = 145.5735, collision = h0045B1
x = 1007.062, y = -307.3699, z = 768.0681, angle = 139.4597, collision = h0045B1
x = 1006.162, y = -307.432, z = 769.0455, angle = 117.0682, collision = h0045B1
x = 1004.848, y = -307.3468, z = 769.7432, angle = 119.3035, collision = h0045B1
x = 1003.71, y = -307.3172, z = 770.3796, angle = 120.1491, collision = h0045B1
x = 1002.403, y = -307.286, z = 771.1282, angle = 114.9951, collision = h0045B1
x = 1001.139, y = -307.2816, z = 771.7203, angle = 129.6452, collision = h0045B1
x = 1000.012, y = -307.0336, z = 772.5728, angle = 129.4093, collision = h0045B1
x = 998.9464, y = -306.8578, z = 773.4722, angle = 137.7856, collision = h0045B1
x = 998.0154, y = -306.6911, z = 774.4879, angle = 137.3347, collision = h0045B1
x = 997.3083, y = -306.6702, z = 775.2602, angle = 114.111, collision = h0045B1
x = 996.0936, y = -306.5891, z = 775.8053, angle = 101.8918, collision = h0045B1
x = 995.0582, y = -306.5059, z = 776.4116, angle = 133.6606, collision = h0045B1
x = 994.0331, y = -306.4014, z = 777.2075, angle = 118.5036, collision = h0045B1
x = 992.9802, y = -306.4638, z = 777.9481, angle = 122.9251, collision = h0045B1
x = 991.7063, y = -306.4782, z = 778.7827, angle = 113.2906, collision = h0045B1
x = 990.5391, y = -306.696, z = 779.3932, angle = 113.8899, collision = h0045B1
x = 989.2933, y = -306.8277, z = 779.8609, angle = 38.89252, collision = h0045B1
x = 988.5609, y = -306.6421, z = 779.1619, angle = 79.94369, collision = h0045B1
x = 987.3702, y = -306.6078, z = 778.7203, angle = 86.6869, collision = h0045B1
x = 985.848, y = -306.841, z = 778.6332, angle = 93.64141, collision = h0045B1
x = 984.5276, y = -306.9368, z = 778.6664, angle = 95.57409, collision = h0045B1
x = 983.0586, y = -306.8522, z = 778.8765, angle = 104.8647, collision = h0045B1
x = 981.6447, y = -306.779, z = 779.1755, angle = 80.03854, collision = h0045B1
x = 980.4116, y = -306.8077, z = 778.9951, angle = 57.29939, collision = h0045B1
x = 979.4756, y = -306.8339, z = 778.2099, angle = 4.040849, collision = h0045B1
x = 979.6069, y = -306.912, z = 777.1354, angle = 2.762238, collision = h0045B1
x = 979.5471, y = -307.0895, z = 775.8325, angle = 2.304629, collision = h0045B1
x = 979.4896, y = -307.0792, z = 774.3639, angle = 30.51745, collision = h0045B1
x = 978.8912, y = -307.0444, z = 773.205, angle = 133.1223, collision = h0046B1
x = 980.1211, y = -307.1866, z = 773.4676, angle = 41.81502, collision = h0045B1
x = 977.8157, y = -307.0723, z = 772.8782, angle = 112.0292, collision = h0046B1
x = 976.3251, y = -307.0381, z = 773.1567, angle = 114.9712, collision = h0046B1
x = 975.1291, y = -307.1006, z = 773.6576, angle = 124.178, collision = h0046B1
x = 973.9072, y = -307.1353, z = 774.5035, angle = 124.1216, collision = h0046B1
x = 972.8177, y = -307.127, z = 775.1549, angle = 78.44167, collision = h0046B1
x = 971.522, y = -307.0884, z = 774.8735, angle = 51.39007, collision = h0046B1
x = 970.6979, y = -307.0579, z = 774.2946, angle = 40.51672, collision = h0046B1
x = 969.8531, y = -307.0307, z = 773.3383, angle = 44.52904, collision = h0046B1
x = 968.7087, y = -307.0001, z = 772.6243, angle = 108.1879, collision = h0046B1
x = 967.2667, y = -306.9966, z = 773.0582, angle = 92.787, collision = h0046B1
x = 966.1168, y = -307.0011, z = 773.1235, angle = 68.04403, collision = h0046B1
x = 965.1304, y = -306.9998, z = 772.7877, angle = 60.99064, collision = h0046B1
x = 964.0589, y = -307.0044, z = 772.2988, angle = 23.52726, collision = h0046B1
x = 963.5809, y = -307.0025, z = 771.3934, angle = 7.920247, collision = h0046B1
x = 963.3462, y = -307.1783, z = 770.0954, angle = 40.36899, collision = h0046B1
x = 962.5187, y = -307.0668, z = 768.8965, angle = 34.94598, collision = h0046B1
x = 961.8798, y = -307.0052, z = 767.7816, angle = -36.3563, collision = h0046B1
x = 962.726, y = -306.9906, z = 766.5812, angle = -44.4833, collision = h0046B1
x = 963.5894, y = -307.2492, z = 765.8698, angle = -73.87612, collision = h0046B1
x = 964.9051, y = -307.3134, z = 765.2878, angle = -41.27279, collision = h0046B1
x = 965.5651, y = -307.4772, z = 764.2538, angle = 16.31321, collision = h0046B1
x = 965.3043, y = -307.6595, z = 763.2844, angle = -27.74859, collision = h0046B1
x = 966.0658, y = -307.8831, z = 762.1204, angle = -107.332, collision = h0046B1
x = 967.2742, y = -307.8219, z = 762.4957, angle = -133.3756, collision = h0046B1
x = 967.9833, y = -307.703, z = 763.433, angle = -139.7379, collision = h0046B1
x = 968.7123, y = -307.566, z = 764.4745, angle = -148.6116, collision = h0046B1
x = 969.7142, y = -307.4767, z = 765.3815, angle = -70.51691, collision = h0046B1
x = 970.9321, y = -307.489, z = 764.9189, angle = -48.55599, collision = h0046B1
x = 972.0605, y = -307.7455, z = 763.9493, angle = -48.19839, collision = h0046B1
x = 973.0481, y = -307.8418, z = 763.0694, angle = -46.88011, collision = h0046B1
x = 974.1277, y = -308.0055, z = 762.0455, angle = -44.03102, collision = h0046B1
x = 975.1182, y = -308.3773, z = 761.1774, angle = -72.95616, collision = h0046B1
x = 976.5402, y = -308.6297, z = 760.7695, angle = -105.1344, collision = h0046B1
x = 977.8, y = -308.8497, z = 761.1141, angle = -120.3284, collision = h0046B1
x = 979.087, y = -309.0962, z = 761.8611, angle = -120.7021, collision = h0045B1
x = 980.2514, y = -309.3887, z = 762.4803, angle = -83.7795, collision = h0045B1
x = 981.7216, y = -309.7941, z = 762.3127, angle = -67.99632, collision = h0045B1
x = 982.9456, y = -310.1184, z = 761.8187, angle = -64.41283, collision = h0045B1
x = 984.2891, y = -310.1473, z = 761.179, angle = -70.43232, collision = h0045B1
x = 985.5503, y = -310.0897, z = 760.8223, angle = -128.788, collision = h0045B1
x = 986.6767, y = -309.8566, z = 761.7232, angle = -141.1515, collision = h0045B1
x = 987.5714, y = -309.5737, z = 762.6765, angle = -126.8337, collision = h0045B1
x = 988.7634, y = -309.1841, z = 763.5673, angle = -110.1322, collision = h0045B1
x = 989.9914, y = -308.8558, z = 764.0339, angle = -103.8524, collision = h0045B1
x = 991.4442, y = -308.6989, z = 764.3516, angle = -90.81355, collision = h0045B1
x = 992.7612, y = -308.5625, z = 764.3366, angle = -70.28567, collision = h0045B1
x = 994.1233, y = -308.4601, z = 763.7676, angle = -39.61082, collision = h0045B1
x = 994.9282, y = -308.1017, z = 762.7562, angle = -28.28817, collision = h0045B1
x = 995.6567, y = -308.5934, z = 761.411, angle = -27.94079, collision = h0045B1
x = 996.2218, y = -308.6937, z = 760.2189, angle = -6.549619, collision = h0045B1
x = 996.502, y = -308.8572, z = 758.7666, angle = -60.82091, collision = h0045B1
x = 997.6448, y = -308.8666, z = 758.1948, angle = -95.4786, collision = h0045B1
x = 999.1243, y = -308.8799, z = 758.3195, angle = -86.13646, collision = h0045B1
x = 1000.442, y = -308.8938, z = 758.235, angle = -74.69256, collision = h0045B1
x = 1001.831, y = -308.8943, z = 757.7458, angle = -45.17644, collision = h0045B1
x = 1002.776, y = -309.0605, z = 756.8226, angle = -55.38768, collision = h0045B1
x = 1004.027, y = -309.1544, z = 756.1277, angle = -114.4763, collision = h0045B1
x = 1005.221, y = -308.8073, z = 756.6798, angle = -119.2335, collision = h0045B1
x = 1006.548, y = -308.4413, z = 757.3428, angle = -77.28522, collision = h0045B1
x = 1007.773, y = -308.3298, z = 757.0137, angle = -45.33272, collision = h0045B1
x = 1008.768, y = -308.3397, z = 755.9222, angle = -18.29743, collision = h0045B1
x = 1009.139, y = -308.5307, z = 754.665, angle = 8.329594, collision = h0045B1
x = 1008.928, y = -308.8382, z = 753.197, angle = 12.51422, collision = h0045B1
x = 1008.634, y = -309.1144, z = 751.9075, angle = 9.169857, collision = h0045B1
x = 1008.446, y = -309.4214, z = 750.4351, angle = -7.324012, collision = h0045B1
x = 1008.642, y = -309.6081, z = 749.1317, angle = -25.75448, collision = h0045B1
x = 1009.464, y = -309.7008, z = 747.9709, angle = -91.99546, collision = h0045B1
x = 1010.782, y = -309.4625, z = 747.9669, angle = -90.18199, collision = h0045B1
x = 1012.256, y = -309.5926, z = 747.8635, angle = -59.69719, collision = h0045B1
x = 1013.392, y = -309.769, z = 747.207, angle = -51.72207, collision = h0045B1
x = 1014.54, y = -309.8454, z = 746.2631, angle = -23.32316, collision = h0045B1
x = 1014.956, y = -310.1209, z = 745.0485, angle = 19.76782, collision = h0045B1
x = 1014.385, y = -310.6032, z = 743.6944, angle = 51.45132, collision = h0045B1
x = 1013.327, y = -310.8738, z = 742.9172, angle = 78.13959, collision = h0045B1
x = 1011.974, y = -310.9956, z = 742.5776, angle = 46.6606, collision = h0045B1
x = 1010.945, y = -311.1711, z = 741.7415, angle = 54.51309, collision = h0045B1
x = 1009.835, y = -311.3323, z = 741.0009, angle = 77.2802, collision = h0045B1
x = 1008.337, y = -311.4707, z = 740.6354, angle = 89.1432, collision = h0045B1
x = 1006.984, y = -311.6212, z = 740.6139, angle = 101.6572, collision = h0045B1
x = 1005.631, y = -311.7211, z = 740.8726, angle = 105.7401, collision = h0045B1
x = 1004.314, y = -311.7997, z = 741.2661, angle = 121.3666, collision = h0045B1
x = 1003.105, y = -311.8654, z = 741.9631, angle = 99.51925, collision = h0045B1
x = 1001.702, y = -311.8766, z = 742.2816, angle = 94.52303, collision = h0045B1
x = 1000.476, y = -311.838, z = 742.3897, angle = 124.0758, collision = h0045B1
x = 999.5436, y = -311.8449, z = 742.8786, angle = 140.1945, collision = h0045B1
x = 998.6163, y = -311.7146, z = 744.0273, angle = 163.7956, collision = h0045B1
x = 998.2767, y = -311.3544, z = 745.0348, angle = 165.5799, collision = h0045B1
x = 997.9014, y = -310.794, z = 746.3466, angle = 153.4397, collision = h0045B1
x = 997.2935, y = -310.3405, z = 747.5615, angle = 141.2401, collision = h0045B1
x = 996.4131, y = -310.1039, z = 748.6408, angle = 128.4427, collision = h0045B1
x = 995.2837, y = -309.9464, z = 749.5801, angle = 130.3622, collision = h0045B1
x = 994.206, y = -309.7911, z = 750.4962, angle = 131.0434, collision = h0045B1
x = 993.1696, y = -309.6351, z = 751.4039, angle = 140.2639, collision = h0045B1
x = 992.2435, y = -309.6629, z = 752.4678, angle = 158.9737, collision = h0045B1
x = 991.7957, y = -309.5773, z = 753.7339, angle = 171.3897, collision = h0045B1
x = 991.5944, y = -309.4324, z = 755.1323, angle = 167.8354, collision = h0045B1
x = 991.357, y = -309.387, z = 756.1312, angle = 147.7702, collision = h0045B1
x = 990.6162, y = -309.7371, z = 757.3099, angle = 137.5376, collision = h0045B1
x = 989.6942, y = -309.7531, z = 758.3156, angle = 134.0188, collision = h0045B1
x = 988.6924, y = -309.454, z = 759.3138, angle = 139.6821, collision = h0045B1
x = 987.844, y = -309.4573, z = 760.2798, angle = 133.7317, collision = h0045B1
x = 985.6178, y = -310.0321, z = 761.9946, angle = 104.1121, collision = h0045B1
x = 984.4985, y = -310.0783, z = 762.1729, angle = 66.70476, collision = h0045B1
x = 981.8907, y = -309.9568, z = 761.2551, angle = 44.33372, collision = h0045B1
x = 980.8668, y = -309.8122, z = 760.205, angle = 28.87671, collision = h0045B1
x = 980.2838, y = -309.8128, z = 759.1147, angle = 11.74611, collision = h0046B1
x = 979.9962, y = -309.9172, z = 757.7485, angle = 11.75825, collision = h0046B1
x = 979.7092, y = -309.9629, z = 756.4197, angle = 0.1123703, collision = h0046B1
x = 979.7444, y = -310.2364, z = 754.9052, angle = -9.63267, collision = h0046B1
x = 979.9685, y = -310.4117, z = 753.6017, angle = -0.1387075, collision = h0046B1
x = 980.0219, y = -310.1756, z = 752.5966, angle = 16.43027, collision = h0046B1
x = 979.65, y = -310.1421, z = 751.3291, angle = 26.123, collision = h0046B1
x = 978.9671, y = -310.2811, z = 749.9684, angle = 36.8569, collision = h0046B1
x = 978.2491, y = -310.7489, z = 748.9929, angle = 42.62306, collision = h0046B1
x = 977.5394, y = -311.161, z = 748.223, angle = 42.97002, collision = h0046B1
x = 976.5794, y = -311.3906, z = 747.1134, angle = 17.26175, collision = h0046B1
x = 976.1495, y = -311.6269, z = 745.8353, angle = 1.511753, collision = h0046B1
x = 976.0839, y = -311.7095, z = 744.3491, angle = 12.32846, collision = h0046B1
x = 975.808, y = -311.7538, z = 743.0213, angle = 15.69728, collision = h0046B1
x = 975.4453, y = -311.8894, z = 741.7302, angle = 15.49307, collision = h0046B1
x = 975.0481, y = -312.0401, z = 740.2961, angle = 15.29598, collision = h0046B1
x = 974.7764, y = -312.1443, z = 739.3038, angle = 15.93684, collision = h0046B1
x = 974.2406, y = -312.2733, z = 738.0694, angle = 60.57856, collision = h0046B1
x = 973.1895, y = -312.3276, z = 737.506, angle = 94.11674, collision = h0046B1
x = 971.7939, y = -312.329, z = 737.6224, angle = 125.0984, collision = h0046B1
x = 970.6026, y = -312.217, z = 738.4813, angle = 145.103, collision = h0046B1
x = 969.6907, y = -312.0828, z = 739.631, angle = 136.977, collision = h0046B1
x = 968.7823, y = -311.9682, z = 740.6653, angle = 162.2599, collision = h0046B1
x = 968.3618, y = -311.7929, z = 742.0383, angle = 179.3773, collision = h0046B1
x = 968.3388, y = -311.535, z = 743.4527, angle = 177.9111, collision = h0046B1
x = 968.2957, y = -311.3437, z = 744.4983, angle = 150.6202, collision = h0046B1
x = 967.6887, y = -311.1153, z = 745.6946, angle = 145.0752, collision = h0046B1
x = 967.0652, y = -310.9839, z = 746.8826, angle = 179.2383, collision = h0046B1
x = 967.0428, y = -310.8276, z = 747.89, angle = -165.4832, collision = h0046B1
x = 967.4045, y = -310.7424, z = 749.155, angle = -149.5437, collision = h0046B1
x = 968.0446, y = -310.6546, z = 750.4876, angle = 175.5868, collision = h0046B1
x = 967.9768, y = -310.5285, z = 751.8075, angle = 176.9682, collision = h0046B1
x = 967.9168, y = -310.2583, z = 752.8219, angle = -166.3053, collision = h0046B1
x = 968.2297, y = -309.9516, z = 754.0976, angle = -158.5188, collision = h0046B1
x = 968.8437, y = -309.6543, z = 755.4501, angle = -152.2796, collision = h0046B1
x = 969.4629, y = -309.4382, z = 756.6184, angle = -157.0057, collision = h0046B1
x = 970.0353, y = -309.165, z = 757.9916, angle = -161.0166, collision = h0046B1
x = 970.4565, y = -308.9013, z = 759.245, angle = -165.5665, collision = h0046B1
x = 970.8121, y = -308.5338, z = 760.6894, angle = -171.0057, collision = h0046B1
x = 971.0119, y = -308.1838, z = 761.9966, angle = -175.8241, collision = h0046B1
x = 971.1048, y = -307.8226, z = 763.4813, angle = 178.729, collision = h0046B1
x = 970.7167, y = -307.3678, z = 766.2476, angle = 150.2028, collision = h0046B1
x = 970.0136, y = -307.1451, z = 767.2691, angle = 86.65601, collision = h0046B1
x = 968.7579, y = -307.0439, z = 767.2615, angle = 61.88336, collision = h0046B1
x = 967.8436, y = -307.0498, z = 766.8348, angle = 66.90779, collision = h0046B1
x = 966.6426, y = -307.0899, z = 766.326, angle = 62.44511, collision = h0046B1
x = 964.4075, y = -307.4781, z = 764.3569, angle = 39.77253, collision = h0046B1
x = 963.5531, y = -307.6731, z = 763.3237, angle = 26.37639, collision = h0046B1
x = 962.9344, y = -307.8815, z = 762.1554, angle = 26.86399, collision = h0046B1
x = 962.2876, y = -308.1701, z = 760.7974, angle = 14.25406, collision = h0046B1
x = 961.9583, y = -308.4897, z = 759.5165, angle = 5.358051, collision = h0046B1
